iter	RMSE
187	2.946436324
188	2.938845118
189	2.933750398
190	2.928188328
191	2.924697094
192	2.920120772
193	2.914067907
194	2.90978599
195	2.906861619
196	2.900949925
197	2.889508104
198	2.885677364
199	2.880796367
200	2.87301
201	2.867807251
202	2.862388848
203	2.85860524
204	2.854749911
205	2.84726706
206	2.837021404
207	2.833167055
208	2.826241204
209	2.823364911
210	2.818664999
211	2.811934002
212	2.808417288
213	2.803058125
214	2.797405792
215	2.795436814
216	2.791458056
217	2.783135017
218	2.776807284
219	2.766843938
220	2.76250616
221	2.754276323
222	2.749843057
223	2.745306706
224	2.740594904
225	2.736067325
226	2.7302303
227	2.725747885
228	2.720954928
229	2.713222189
230	2.707759643
231	2.702956928
232	2.699310797
233	2.69031232
234	2.68339684
235	2.679360236
236	2.671622246
237	2.669144739
238	2.666295537
239	2.663154985
240	2.657919122
241	2.654212457
242	2.647331144
243	2.639204375
244	2.630027037
245	2.621508967
246	2.616664776
247	2.610775112
248	2.609162338
249	2.605106774
250	2.601283804
251	2.594210931
252	2.585163373
253	2.580548709
254	2.576198566
255	2.572435625
256	2.569191068
257	2.56314774
258	2.562037434
259	2.551993304
260	2.544448107
261	2.536022271
262	2.533654965
263	2.530485325
264	2.523102327
265	2.517994517
266	2.510847076
267	2.50780663
268	2.505493222
269	2.500747
270	2.497854609
271	2.494102672
272	2.487118502
273	2.478775385
274	2.471867381
275	2.468657853
276	2.460597177
277	2.452103767
278	2.447497005
279	2.445299367
280	2.444680522
281	2.440969559
282	2.433492067
283	2.429924146
284	2.424152492
285	2.419853364
286	2.415255503
287	2.410656333
288	2.407027098
289	2.400819192
290	2.392477221
291	2.38717335
292	2.385249848
293	2.382723321
294	2.380113285
295	2.372275013
296	2.367305847
297	2.362307928
298	2.354651879
299	2.351206504
300	2.344757378
301	2.339109835
302	2.336352704
303	2.332618665
304	2.331359759
305	2.325677628
306	2.321404689
307	2.315644945
308	2.31364356
309	2.310267227
310	2.307088619
311	2.300618854
312	2.295144988
313	2.292102076
314	2.286999994
315	2.280853352
316	2.276415179
317	2.272006051
318	2.268858246
319	2.262034281
320	2.257934349
321	2.254084412
322	2.250605426
323	2.248179186
324	2.241052882
325	2.23746404
326	2.235150284
327	2.232883399
328	2.230253179
329	2.226517961
330	2.221314959
331	2.217810967
332	2.211791164
333	2.208565207
334	2.207638279
335	2.205432793
336	2.202358884
337	2.199911582
338	2.197348603
339	2.195026552
340	2.189313804
341	2.18302968
342	2.177007353
343	2.174850151
344	2.172943386
345	2.167533513
346	2.163125779
347	2.162114582
348	2.15825334
349	2.152256957
350	2.149123836
351	2.144151577
352	2.142602595
353	2.137798393
354	2.135765729
355	2.131452103
356	2.129577829
357	2.123679002
358	2.119458267
359	2.115880312
360	2.112702598
361	2.107165999
362	2.102612971
363	2.099591466
364	2.09439198
365	2.093544264
366	2.091348974
367	2.090447227
368	2.087530897
369	2.085385155
370	2.081510417
371	2.074908437
372	2.068511366
373	2.065570475
374	2.062726161
375	2.060874749
376	2.056145695
377	2.051201145
378	2.046065251
379	2.041139133
380	2.039465361
381	2.036282018
382	2.032041275
383	2.03030408
384	2.028401392
385	2.026480473
386	2.023471936
387	2.021145326
388	2.017581478
389	2.01157894
390	2.010243135
391	2.0081501
392	2.005391262
393	2.000822083
394	2.00018822
395	1.996441795
396	1.995270272
397	1.991100524
398	1.989022677
399	1.985908134
400	1.984069365
401	1.980669528
402	1.97690214
403	1.971924611
404	1.970603079
405	1.967165759
406	1.963536745
407	1.959300335
408	1.954855135
409	1.950630508
410	1.94822984
411	1.94409252
412	1.939442077
413	1.936726337
414	1.933578522
415	1.929529686
416	1.924945113
417	1.920388245
418	1.916224133
419	1.914634432
420	1.910692657
421	1.907185952
422	1.904343816
423	1.903176224
424	1.899488392
425	1.896847252
426	1.892778563
427	1.890583543
428	1.8866549
429	1.882563805
430	1.87795916
431	1.875682782
432	1.873489651
433	1.868950889
434	1.865394062
435	1.864263476
436	1.863302811
437	1.859184946
438	1.854986896
439	1.851100546
440	1.84850759
441	1.844346566
442	1.84226286
443	1.838310675
444	1.833639233
445	1.831885772
446	1.828779762
447	1.825948963
448	1.824335573
449	1.822923037
450	1.820977452
451	1.817135731
452	1.813206164
453	1.809692521
454	1.805963435
455	1.802113017
456	1.800637244
457	1.796434325
458	1.792037818
459	1.788357336
460	1.78511395
461	1.781821558
462	1.777661808
463	1.773138731
464	1.76974145
465	1.766233223
466	1.76400441
467	1.762359393
468	1.759066423
469	1.758331927
470	1.756722826
471	1.75536099
472	1.754227218
473	1.752278232
474	1.749205183
475	1.745063088
476	1.743612195
477	1.739956955
478	1.738158644
479	1.73542173
480	1.732891462
481	1.729739361
482	1.727730593
483	1.72372149
484	1.719422238
485	1.717544409
486	1.716132146
487	1.714124635
488	1.711935263
489	1.709912868
490	1.706096269
491	1.702573358
492	1.700815788
493	1.697561746
494	1.695741928
495	1.692736852
496	1.69183084
497	1.688964714
498	1.687122875
499	1.684329853
500	1.682019763
501	1.680457669
502	1.678849714
503	1.676088589
504	1.674358352
505	1.670879867
506	1.668069016
507	1.66684163
508	1.663126939
509	1.660168578
510	1.659211195
511	1.65886452
512	1.65667615
513	1.653093791
514	1.649501979
515	1.645214632
516	1.644771533
517	1.640997856
518	1.638344795
519	1.634874683
520	1.631519226
521	1.627456716
522	1.626356598
523	1.622244606
524	1.619272817
525	1.615627589
526	1.613117428
527	1.610382901
528	1.609211811
529	1.605700718
530	1.602701703
531	1.600882239
532	1.597967862
533	1.595207597
534	1.593734368
535	1.590536981
536	1.588344391
537	1.584948621
538	1.581650524
539	1.578917476
540	1.574971892
541	1.573725438
542	1.57126913
543	1.568813672
544	1.566897652
545	1.565687151
546	1.564263385
547	1.562685096
548	1.561573927
549	1.558353257
550	1.557531305
551	1.553922108
552	1.550691095
553	1.549411609
554	1.546856504
555	1.543965854
556	1.542380692
557	1.540870339
558	1.538217306
559	1.534932417
560	1.53205884
561	1.529438994
562	1.527847932
563	1.526039624
564	1.525933922
565	1.523196478
566	1.522379017
567	1.520370662
568	1.516482868
569	1.514896593
570	1.513183243
571	1.510130292
572	1.50710984
573	1.504733901
574	1.503650716
575	1.499809157
576	1.496766367
577	1.494837172
578	1.492119072
579	1.491045754
580	1.489408712
581	1.486359219
582	1.484198404
583	1.480995989
584	1.478067112
585	1.47582844
586	1.474657768
587	1.472432361
588	1.470018228
589	1.468452412
590	1.465275185
591	1.464163928
592	1.463057335
593	1.4604239
594	1.458849263
595	1.456021565
596	1.453138501
597	1.451009122
598	1.448583571
599	1.446565357
600	1.445022733
601	1.44267009
602	1.441790821
603	1.43999884
604	1.438093555
605	1.434540359
606	1.4321828
607	1.429818797
608	1.428127335
609	1.425127531
610	1.422266352
611	1.419373927
612	1.41691159
613	1.414590541
614	1.411489981
615	1.410094952
616	1.407670245
617	1.40675107
618	1.405766229
619	1.404142488
620	1.401352848
621	1.400991964
622	1.398654083
623	1.397711508
624	1.394916659
625	1.392674176
626	1.391352823
627	1.390422506
628	1.387556108
629	1.386788566
630	1.38593372
631	1.382437471
632	1.381200532
633	1.379841167
634	1.377830175
635	1.375514237
636	1.373567623
637	1.372895713
638	1.37042893
639	1.366774627
640	1.363213057
641	1.359779128
642	1.357141477
643	1.35492855
644	1.353946315
645	1.351165003
646	1.349108553
647	1.346028929
648	1.343457173
649	1.34112964
650	1.338499597
651	1.336295176
652	1.334166763
653	1.3325489
654	1.331983334
655	1.329165891
656	1.327359347
657	1.325128595
658	1.323531618
659	1.321953293
660	1.320737467
661	1.319727005
662	1.317121659
663	1.314613612
664	1.312298109
665	1.310199969
666	1.307901774
667	1.305280433
668	1.304631012
669	1.304002477
670	1.303516954
671	1.301879206
672	1.299811236
673	1.298163944
674	1.295769307
675	1.293461709
676	1.291484683
677	1.289306542
678	1.286438731
679	1.2857298
680	1.283219501
681	1.280865411
682	1.279655659
683	1.278773615
684	1.277815299
685	1.275802571
686	1.273463953
687	1.272585668
688	1.270377851
689	1.269509814
690	1.268464917
691	1.267068805
692	1.264875338
693	1.263648733
694	1.262141499
695	1.261206432
696	1.260573057
697	1.25908827
698	1.25681207
699	1.255140185
700	1.253238471
701	1.251715275
702	1.248894894
703	1.247340079
704	1.246591788
705	1.244553307
706	1.242132899
707	1.240535647
708	1.23813594
709	1.236007335
710	1.235073041
711	1.233636952
712	1.231282758
713	1.230146367
714	1.228077569
715	1.227190883
716	1.224883677
717	1.223843331
718	1.221935604
719	1.219493992
720	1.217048367
721	1.215102677
722	1.213803544
723	1.212016088
724	1.209845483
725	1.209187058
726	1.208543204
727	1.207683455
728	1.205608412
729	1.203397695
730	1.201652042
731	1.199763531
732	1.198800564
733	1.196693392
734	1.194740247
735	1.192628924
736	1.191927533
737	1.1908895
738	1.190218355
739	1.187540242
740	1.18600401
741	1.18470229
742	1.183071823
743	1.182442714
744	1.179920141
745	1.178818736
746	1.176849055
747	1.176026501
748	1.174041791
749	1.172052447
750	1.170324598
751	1.169355645
752	1.167611128
753	1.166868725
754	1.165246114
755	1.16386682
756	1.161847419
757	1.159956311
758	1.158363715
759	1.156773715
760	1.154602833
761	1.153705267
762	1.151597619
763	1.149514899
764	1.148754073
765	1.148258244
766	1.146774242
767	1.145021125
768	1.144349303
769	1.144024983
770	1.142186313
771	1.14000713
772	1.139190671
773	1.137106692
774	1.134715319
775	1.132296766
776	1.131542959
777	1.130462403
778	1.129201135
779	1.128091785
780	1.125891032
781	1.12412601
782	1.123598928
783	1.122635868
784	1.12105675
785	1.119507357
786	1.117293626
787	1.115583615
788	1.113518541
789	1.111940991
790	1.110323203
791	1.10849743
792	1.106490833
793	1.105055569
794	1.103049737
795	1.101153139
796	1.099338164
797	1.097501585
798	1.09595481
799	1.093759891
800	1.092020397
801	1.090520148
802	1.089284076
803	1.087642099
804	1.085110726
805	1.082967217
806	1.082470294
807	1.081666154
808	1.080884011
809	1.079570842
810	1.077831209
811	1.075956302
812	1.075358409
813	1.073557282
814	1.071751457
815	1.070052114
816	1.068374256
817	1.06676977
818	1.064604679
819	1.063932831
820	1.062567264
821	1.061046221
822	1.058917752
823	1.057109841
824	1.05509945
825	1.053711828
826	1.051977723
827	1.050374028
828	1.049481452
829	1.04794137
830	1.046260535
831	1.045756884
832	1.044419846
833	1.042832056
834	1.04209185
835	1.040420411
836	1.038501073
837	1.037427441
838	1.035632276
839	1.035059877
840	1.03366815
841	1.032284343
842	1.030389838
843	1.030000938
844	1.028442608
845	1.027550239
846	1.026586425
847	1.025387589
848	1.023748668
849	1.022138023
850	1.021011758
851	1.019219632
852	1.017856204
853	1.016467824
854	1.01587054
855	1.014131146
856	1.012539634
857	1.010455952
858	1.009699419
859	1.008134503
860	1.006347456
861	1.005074571
862	1.003417754
863	1.002130608
864	1.001051748
865	0.9993639201
866	0.9987662646
867	0.9974020051
868	0.9958466889
869	0.994190268
870	0.9923306804
871	0.9917136692
872	0.9911280966
873	0.9898240812
874	0.9888703266
875	0.9886587458
876	0.9868260436
877	0.9847787439
878	0.9833540441
879	0.9820785864
880	0.9816748157
881	0.9812771403
882	0.9799097231
883	0.9784891553
884	0.9778320672
885	0.9765960083
886	0.9759524796
887	0.9747117823
888	0.973150895
889	0.9716358822
890	0.9711389618
891	0.969974762
892	0.968685073
893	0.967884601
894	0.9660318828
895	0.9639784175
896	0.9628946352
897	0.9619815395
898	0.9606319583
899	0.9587912281
900	0.9582377459
901	0.9568301723
902	0.9557126314
903	0.9551704134
904	0.9538691723
905	0.9526064694
906	0.952174228
907	0.9513553647
908	0.9500167244
909	0.9488462009
910	0.9483656676
911	0.9466818903
912	0.9450867413
913	0.9440930939
914	0.9430862296
915	0.9415023981
916	0.939339342
917	0.9374820713
918	0.9360542411
919	0.9356971457
920	0.9341742747
921	0.9323476182
922	0.9318870292
923	0.9315761471
924	0.9302104344
925	0.929322884
926	0.927963266
927	0.9268408218
928	0.9256170467
929	0.9240293317
930	0.922646782
931	0.9213291264
932	0.9205468887
933	0.918989939
934	0.9185512905
935	0.9168640847
936	0.915434642
937	0.9142930319
938	0.9128237685
939	0.9112516529
940	0.9104624307
941	0.9093035349
942	0.9085968523
943	0.9077461211
944	0.9058845025
945	0.9046565909
946	0.903478403
947	0.902028372
948	0.9005668106
949	0.8992088732
950	0.898598878
951	0.8973053513
952	0.895921327
953	0.8955893981
954	0.894024683
955	0.8926582959
956	0.891812891
957	0.8906353329
958	0.890002867
959	0.8889574247
960	0.8874852095
961	0.8863811667
962	0.8845972359
963	0.8836094289
964	0.8831476259
965	0.8820320924
966	0.8810095883
967	0.8802960855
968	0.8791004337
969	0.8776137006
970	0.8763366543
971	0.8749556483
972	0.8745925173
973	0.8734060101
974	0.8719011697
975	0.8704479024
976	0.8690212956
977	0.8678230603
978	0.8662746675
979	0.8647909059
980	0.8636490206
981	0.8627027404
982	0.8617865687
983	0.8614543624
984	0.8603779571
985	0.859119398
986	0.8578297747
987	0.8570831908
988	0.8563044792
989	0.8550871672
990	0.8540866936
991	0.8525508335
992	0.8519105253
993	0.8510418917
994	0.8495947222
995	0.8484575267
996	0.8477903652
997	0.8465610768
998	0.8461344584
999	0.8457454936
